Manuscript_ID	Surface_ID	Image_Path_Relative	WER	CER	Ground_Truth_Normalized	OCR_Output_Normalized
Jarring_Prov_3	2b	jarring_manuscripts_data/images/Jarring_Prov_3/Jarring_Prov_3_fol_002_v.Lanczos.800.65_2b.jpg	0.7966	0.2446	لارنی قیلیب ناحق ایشلارنی قیلمای همیشه بش وقت نمازنی تاشلامای طلب بیلان یورسه ایش قیلسه رواج بولور اکر کمرسه کشینی اوزونککا عاشیق بی قرار قیلای دیسانک بو خطبه ارم باش اورتمه نی اوزی بیلان همراه قیلسه اول کشی عاشیق بی قرار بولغای بو تمار باش اورتمه نی جمع پیغمبرلار و اولیألار پتوب راستلاغان ترور اکر کمرسه باش اورتمه تمارنی	۲۴ لارنی قیلیب نا حق ایشلارنی فیلمای ہمیشہ بش وقت نمازنی تا شلاهای طلب بیلیان پور ایش قیلیب رواج بولو را کر کرب کینی اوز و نکلا عاشیق بے قرار قیلای دیسان خوبیه اوک دین ار ارم باش اور تمدنی اوزی بیلان عمرا قیار اول کے عاشق ہے قرار بولغای بو تمار باش کرش وا اور تمہ نی جمع پیغمبر لارو اولیا لاريتوب ر استلاغان ترور اگر کمرہ باش اور تمہ تھارنی اوز
Jarring_Prov_3	3a	jarring_manuscripts_data/images/Jarring_Prov_3/Jarring_Prov_3_fol_003_r.Lanczos.800.65_3a.jpg	0.7895	0.1871	اوز محبوبی نینک باشیدین ایر کشی بولسه اونک طرفیدین و مظلوم کشی بولسه چپ طرفی دین طهارت (الیب) برله اوچ مرتبه اوُروب السه عاشیق بی قرار بولغای اکر یراقداکی کشینی کلتورماک اوچون نذر چراغ بیلان و اخلاص بیلان شمالغه باغلاسه البتّه تمار تبره کا نیمه اول محبوب نینک یوراکی تبراب تورالماغای پات کلکای اکر کمرسه بو باش	M اور مجبوبی نیک باشیدین ایر کتے بولبہ اور نک طر فیدین و مظلوم کشی بو سه چی طرفی دین طہارت (الیب) برلہ اوچ مرتبہ اوروب الله عاشیق بے قرار بولفان اکبر پیرا تھا کی اشینی کلتور مالک او چون نذر چراغ بیلان و اخلاص بیلان شمالغه با غلاسه الله تمار تبرہ کا پنجہ اول محبوب ایک پورا کی تراب تور ایما نمای پات کالاهای اگر کمر یہ بو باش
Jarring_Prov_3	3b	jarring_manuscripts_data/images/Jarring_Prov_3/Jarring_Prov_3_fol_003_v.Lanczos.800.65_3b.jpg	0.8983	0.3262	اورتمه تمارنی پنجشنبه کونی اول محبوب نینک اونک طرفیدین اوچ مرتبه پرنینک امری خداَنینک امری دیب اوُروب السه دنیأ و آخرت غچه بر بریکا بی وفالیق قیلماغای بر بریکه کون دین کونکه مهری محبّتی بار بولغای اول مظلومه باشقه غه قراماغای اکر اول محبوبوم مندین اوزکه که قراماسون دیسانک شبو خطبه تمار نی غسل طهارت بیلان عاشیق معشوق لارنینک	ء اور تھہ تمازنی پنجشنبہ کو فی اول محسوب نینگ اونک طرفیدین اوج مرتبہ پر ایک امری خدا ایک امری دیب اور وبال دنیا و آخرت اوروب اللہ مجھ برس کا ہے و قایق بی یا نامی بر بریک کوہ دین کونکه مهدی محبتی بار بولهای اول مظلومه - با شقه نه فرامانهای اکر اول مجبو بوم مندین اوز که که فراماسونی دینا ایک شوق کی غسل مهارت بیلان عاشیق معشوق از زینک چقیدا تارو تعالی
Jarring_Prov_3	4a	jarring_manuscripts_data/images/Jarring_Prov_3/Jarring_Prov_3_fol_004_r.Lanczos.800.65_4a.jpg	1.0000	0.2710	حقیدا نذر چراغ قیلیب سحرده یولدوزلار تارقاماسدا ایکی رکعت نماز اوقوب خدای تعالی غه زاری قیلیب یغلاب یاشلارینی آقی تیب شبو تمارنینک حقی حرمتیدین شول محبوبوم نی اوزومکه عاشیق بی قرار قیلیب برکیل خدا یا خداوندا سندین تیلایدورمن دیسه البتّە تیلاک نی بر کوچی اوزی اَکْرَمُ الْاَکْرَ مین وَاَرْحَمَ الرّاحمین ترورلار	4 هری افرت ـن حقید اندر چراغ قیلیب سپرده بولدوزلار تار قاما سدا ایکی رکعت نماز او قوب خدای تعالی نہ زاری قیلیب پغلاب یا شلار نی آتی تیب شبو تماز یک حقی حرمتیدین شول مجبو بوم نے اوز و ملکہ عاشیق بھی قرار قیلیب بر کیل خدا یا خدا و ندا سندین تلا بدور من دیے اللہ تیار کر نے سر کوچی اورین اگر مر الاكرمين وأرحم الراحمين ترور لار AU
Jarring_Prov_3	4b	jarring_manuscripts_data/images/Jarring_Prov_3/Jarring_Prov_3_fol_004_v.Lanczos.800.65_4b.jpg	0.9821	0.3987	اکر کمرسه باش اورتمه تمارنی اوزی برله توتسه اول محبوب همیشه شول کشی کا کون دین کونکه عاشیق بولغای و کورماکونچه طاقت قیلالماغای بی آرام و بی قرار بولغای بو تمارنی دوشنبه کونی زعفر یا سنیل شونداغ خوشبوی نرسه لار بیلان یازسه و اوچ مرتبه اوُروب بوی سالیب محبوبی نینک ایکی پوتی نینک اراسیدا قویسه آسمانداکی	^ اگر کمر یہ باش اور تمہ تمارینی اوزی بدلہ بریندار تو ته اوله محبوب ہمیشہ شول کرنے کا کوں بیوی کیا نیست دین کونکه عاشیق بولغای و کورما کونچه طاقت چار بیه حاظر قبلا لما نامی بے آرام و بے قرار بولغای بو بات تمارنی دوشنبه کونی زعفر پاسیبلی شون داغ لیلی خوشبوی فرسه لاو بیلان بازسه دارچ میلان مرتبہ او روب بوی سالیب مجبوبی نیک نماند که ایکی پوتی بینک اور پید ا قریب آسمانها کی ہو تا پری
Jarring_Prov_3	5a	jarring_manuscripts_data/images/Jarring_Prov_3/Jarring_Prov_3_fol_005_r.Lanczos.800.65_5a.jpg	0.6038	0.1303	پریزادلار بولسه مو هرکیز قراماس و ینه شو بوی نینک خاصییتیدین دیو پری بولسه مو الدیغه .حاظر بولغای شول صفت قیلغای .باش اوروتمه تماری بو ترور لیلی بیلان مجنون فرهاد برله شیرین شمس بیلان قمر یوسف بیلان زلیخا عاشیق بول .غاندیک عاشیق بی قرار بولغای بو تمارنی حضرت آدم توتی حوّا عاشیق بولدی	پریزاد لار بولا موہر کیز فراماس و یه شو بوی نیک خاصیتیدین دیو پری بولب موالدینه حاظر بولغای شول صفت قبلغای باش اور ہو تمہ تمہاری بوترور لیلی بیلان مجنون فریاد برله شیرین شمس بیلان قمر یوسف میلان زلیخا عاشیق بول نماند یک عاشیق بے قرار بولغای. بو تمار نے حضرت آدم تو تی جوا عاشیق بولدی C
Jarring_Prov_3	5b	jarring_manuscripts_data/images/Jarring_Prov_3/Jarring_Prov_3_fol_005_v.Lanczos.800.65_5b.jpg	0.8750	0.3506	علی توتّی فاطمه عاشیق بولدی هر کشی که بو تمارنی اخلاص بیلان توتسه هر کشی کورسه عاشیق بی قرار بولغای بو تمارنینک ثوابینی پتوب اوقوب تمام قیلالمای اول خاصیت .لیک تمار بو ترور آیت بو ترور بِسْسِم اللّٰه الرّحْمٰنِ الرِِّحیم قُلی هُوَ اللّٰهُ اَحَدْ یا جبرائيل اللّٰهُ صَمَدْ	علی توشی فاطمہ عاشیق بولدی ہر کہے کہ بو تعمار فی اخلاص بیلان تو تہ ہر کتے کو ریہ عاشیق بے قرار بولغای بوتماد نیک ثوابینی دد جمد پتوب او قوب تمام قیلالمای اول خاصیت جبار ایک نمار بو ترور نا ہیں آیت بو ترور انا لله بسم الله الرحمن الرحيم قلی هُوَ اللهُ أَحَدٌ يا جبرائيل الله حمد یا فارر بحق لا اله
Jarring_Prov_3	6a	jarring_manuscripts_data/images/Jarring_Prov_3/Jarring_Prov_3_fol_006_r.Lanczos.800.65_6a.jpg	0.7937	0.3493	یا میکائیل لَمْ یَلَدْ وَلَمْ یُولِدْ یا اسرافیل وَلَمْ یُکُنْ لَهُ کُفْواً اَحَدْ یاٰ عزرائیل حمذالْثٰانٰا. وَ الْعَظِمَةِ یٰا خٰالِقْ یٰا جبّار یا عاشیق یا معشوق یا حاظر یا غائب یا اَحَدْ یا صمد لٰآ اِلٰهَ بحق فاطمه زهرا لٰآ اِلٰهَ بحق بی بی سارا لٰآ اِلٰهَ بحق یا حوّا لٰآ اِلٰهَ بحق یٰا آدم لٰآ اِلٰهَ بحق خدیچه کبرا لٰا اِلٰهَ بحق	ہ ہو یا میکائیل لم یلد و لم یولد یا اسرافیل وَلَمْ يَكُنْ لَهُ كُفُوا احد يا عزرائيل حمد الثانا والعظمة يا خالق يا جبار با عاشق با معشوق یا حاظر پا غائب يا احد يا صمد لا إله بیٹی فاطمہ زہرائی اللہ ہو تو بھی بی سارا لا إله بحق يا جوا لا اله بحق يا آدم لا الله يحيق خديجر كبر لا إله بحق 6
Jarring_Prov_3	6b	jarring_manuscripts_data/images/Jarring_Prov_3/Jarring_Prov_3_fol_006_v.Lanczos.800.65_6b.jpg	2.1111	1.1754	بحق یا رسول اللّٰه دین تیلایمیز المرّورر یاارحم الرّاحمین	بچی یارسول اللہ دین تیلا تمیز المدورد المان یا ارحم الراحمین التالية يستمى الى معه لا تمع الى بكالة التربوية
Jarring_Prov_3	8b	jarring_manuscripts_data/images/Jarring_Prov_3/Jarring_Prov_3_fol_008_v.Lanczos.800.65_8b.jpg	0.2000	0.1200	Prov. 3 Jarkand maj 1929.	Prov. 3 jerkend maj 1929.
Jarring_Prov_4	1a	jarring_manuscripts_data/images/Jarring_Prov_4/Jarring_Prov_4_001_r.Lanczos.800.65_1a.jpg	29.0000	27.2500	خطبۀ	جاج خطبه ا نگنجو والله واسع علیکم الله من فضله 1 2m 2 (DK 93 (310106 4 Hultafors 5 6 ID 7 Sweden 8 9 10 11 12 13
Jarring_Prov_4	2a	jarring_manuscripts_data/images/Jarring_Prov_4/Jarring_Prov_4_002_r.Lanczos.800.65_2a.jpg	0.6809	0.2585	خطبۀ نکاح بسم الله الرَّحمٰن الرَّحیم قَالَ اللهِ تَعٰالَیٰ باِسْمَ خٰالِیْقَ وَاٰنكْحُوْ اِلّٰا يٰامىٰ مِنكُمْ وَالصّٰالَحِيْنَ مِنْ عِبٰادِكُمْ وَإِیْمٰاكُمْ اَنْ يَكُوْنَ لَلْفُرْاء يَغْنِیهُِمُ اللهُ مِنْ فَضْلَهُ وَاللهُ واٰسِعُ عَلِيمُ۔ حدسیز حمد ثناه و عدد سیز شکر بی منتهاء اول خدای بی همتاغه کیم فرزند آدم بلکه موجود	2 خطبه نکاج بسم الله الرحمن الرحيم قَالَ الله تَعَالَى باسم خَالِقَ وانگجو الأَيَامَى مِنكُمْ وَالله التحينَ مِنْ عِبَادِكُمْ وَايْمَا كُمْ أَن يكون لفرا يغنيهم اللهُ مِنْ فَضْلَهُ وَاللهُ واسِعُ عَليه جدار حمد ثنا و عدد سیز شکر بے منتہا اول خدایی به همتانه کم فرزند آدم بلکہ موجود
Jarring_Prov_4	2b	jarring_manuscripts_data/images/Jarring_Prov_4/Jarring_Prov_4_002_v.Lanczos.800.65_2b.jpg	0.6714	0.1740	لاریغه کلتوردی ارتباط اشتهالیق ریشته سیدین حضرت آدم که حضرت حوانی ایماسی برله الفت و جفت لیق نی توزدی و بو ریشته محبّت برله اجزی عالم نی اولاد بنی آدم نی بند ایتیب اتانی اوغول غه ایرنی خاتون غه پیوند ایلاب بربریکه محرم روزکار مونسی غم کزار تاپیب والقیت علیك مُحبّة مِنّیِ جاره سین کورکوزدی۔ و جریمه نوشان بادۀ طلب و تشوۀ لبان باده تاپیب بو بادۀ محبّت نوشا نوشدین	لاریعہ کانوردی ارتباط اشتها لیق ریشته سیدین حضرت آدم که حضرت حیوانی ایما سے براہ الفت و جفت لیق نے تو زوی و بو رشته محبت برله اجزی عالم فی اولاد بنی آدم نے ہندا سیب تانی اوغول نہ امیر نے خاتون نہ پیوند ایلاب بر بریده محرم روز کار مونسی نم گزار تا پیب والقبت عليك محبة من جار، سین کو رکوردی. و جریمه نوشان باره طلب و تشوه لبان با ده تا بیب بوباره محبت نوشانوشدین مشوق
Jarring_Prov_4	3a	jarring_manuscripts_data/images/Jarring_Prov_4/Jarring_Prov_4_003_r.Lanczos.800.65_3a.jpg	0.7308	0.2716	مشوق اخیر جوشن لار و زوق انکیز فروش لار برله زیّن للناس جَبّ الشهوٰتِ ایشارتی برله نظام عالم و انتظام بنی آدم غه بو زمزهُ فزج افزا و دغدغه و جنّت آسا وزینت واَ رایش بلکوردی و خلقناکُمْ اَذْوٰاجًا مضمونی برله حضرت آدم نی حضرت حواَغه حضرت ابراهیم علیه السّلام نی بی بی سارا غه حضرت یوسف نی زلیخاغه حضرت محمّد مصطفی صلی الله علیه وسلم نی خدیچه کبراء غه حضرت علی المرتضیٰ نی فاطمه ظهراْغه جفت ایلاب	برا انی الفن ن مدین شوق اخیر جوش لار و ذوق انگیز فروش لار براله زين الناسر حب الشهوان ایشا رقی برای نظام عالم و انتظام نبی آدم نه بو زمزه فرج افزا و دغدغه و جنگ آسا و زینت و آرایش بلكوردي وخلقناكم أزواجاً مضمونى برله سانی حضرت آدم فنی حضرت ہو آغہ حضرت ابراہیم علیہ اسلام بے کے سالانہ حضرت یوسف نے زلیخان حضرت محمد مصطفے صلی اللہ علیہ وسلم في خدیجہ کبراغہ حضرت علی المرتضیٰ فی فاطمہ ظہر اغہ جفت اللاب
Jarring_Prov_4	3b	jarring_manuscripts_data/images/Jarring_Prov_4/Jarring_Prov_4_003_v.Lanczos.800.65_3b.jpg	0.7361	0.3388	توالدنبا سل برله و زیّات بنی آدم نی راحت خانه سیدین وجودکا شانه سیغه کلتوردی فتباركَ اللهُ احسنُ الخالقیْن اول خداوند جهان و خالق لَوْنَ مکان جاعل ألنور و الظلم و خالق لوح و القلم فادشاه عالم پرور دیکار نینک فرمانی برله اول خواجه طَهَ و آل یَسَن و رسول رب العالمین لولاک لما خلقت الافلاکَ تاجلیق قاب قوسین اوادنیٰ معراجلیق ماه روی و الشّمس و الضّحیٰ و سنبل موی و اللّیل	توالد و با سل مبرله و زبات بنی آدم نمی راحت خانه سیدین وجود کا شانه سیف المتور فتبارك الله احسن الخالقین اول خداوند جهان و خالق کون مکان جامل النور در سال و النظام وما قا نوع موافقم قاومت امام پریور نا فرمانی این دیوانه وار اور روانی پیتی و رسول رب العالمين لولاک لما خلقت الافلاک سا خلیق کا اب قوسین اور ولی مادر را لایق دینا روى والشمس والقتني و سنبل موى والليل اذا
Jarring_Prov_4	4a	jarring_manuscripts_data/images/Jarring_Prov_4/Jarring_Prov_4_004_r.Lanczos.800.65_4a.jpg	0.8289	0.3024	اذا سبحیٰ یعنی شفاعت خواه روزی جزا حضرت محمّد مصطفی صلی الله علیه وسلم نینک سنّت لاری برله اول شهنشاء شریعت و پشوای اهل طریقت یعنی حضرت امام اعظم ابو حنیفه کوفی رحمته الله علیه نینک مذهب لاری برله اوشبو مجلس دا حاظر اولتورغان مهمان لارنینک کواه لیقی برله فلان بی بی نینک حقی کعبه برمونچه تعین تاپتی بر حصّه سی مهر مؤجّل ینه بر حصّه سی مهر مؤحّل اوشبو حق لارغه راضی و راغب بولوب	اول النور اذا می یعنی شفاعت خوا روزی جزا حضرت محمد ماطلع على الله علیہ وسلم کی سنت لاری براہ اول شنت شریعت و پیشوای ایل طریقت یعنی حضرت امام اعظم ابوحیفہ کوئی رحمتہ اللہ علیہ ایک مذہب لاری برله او شبو مجلس را حاضر اولتورنجمان مسلمان کار نیک کو ایع برلہ فارہ ہے بے نیک حقی کعبہ بر مونچھ ہے ہے کہ تعین تا پتی ہر حصہ سے مہر مؤجل ینہ برحمہ سے والليل میر موجگی او شبو حق کار غه راضی و راغب بولوت اوا 4
Jarring_Prov_4	4b	jarring_manuscripts_data/images/Jarring_Prov_4/Jarring_Prov_4_004_v.Lanczos.800.65_4b.jpg	1.0548	0.4630	ایکی جهان حلال جفت لوقغه و سنّت کد خدالیق غه بی نیت فرزند اوچون چهار مورشرعنی قبول ? قیلیب اوزونکیزنی فلانی غه قبول قیلدینکیزمو قیلدیم دیکای فلان چی نینک حقّی کعبه برمنچه تعین تاپتی بر حصّه سی مهر مؤجّل ینه بر حصّه سی مهر مؤحّل اوشبو حق لارغه راضی و راغیب بولوب ایکی جهان حلال جفت لوق اوچون و سنّت کدخدا لیقغه بی نیت فرزند اوچون چهار مورشرعینی قبول قیلیب الدینکیزمو? الدیم دیکای	N انی جاران میلیونی می تونه دوست که خود ایران جفت لوقفه اليوغ ایکی جہاں چلا بی نیست فرزند او چون چهار مور شرعی قبول تیاری کامیان خانه و قبول میلاد میکی مورا قلیم و نگانی افکار و راهی بیان حقیقی کعبه خواند فلان بھی تعلی کا پتی بر حصہ سے مہر موصل - بر حلقہ سے مد موحل او شو حق لا رغه رافي ولا غيب بولوب ایکی جهان حلال جفت لوق او چون و سنت که خدا لبقعہ بے نیت فرزاند او چون چهار مور شرعینی قبول قبليب الدينيز موج الديم ديكاى چہار
Jarring_Prov_4	5a	jarring_manuscripts_data/images/Jarring_Prov_4/Jarring_Prov_4_005_r.Lanczos.800.65_5a.jpg	1.1507	0.2437	چهار مورشرطی اول بولورکه اوزی رضا برماکونچه تولاسی آلته ایلیق آزی اوچ آیلیق یرکا بی نفقه تاشلاب کتماس سیز ایکنجی شرط اول بولورکه اوچ کنه صادیر بولماغونچه اوچ معتبرغه کواه لا ماغونچه اثر ضرب قیلماس سیز اوچونجی شرط اول بولورکه اوزی رضالیق برماکونچه بر شهردین ینه بر شهرغه یا بر مجلیس غه زورلاب الیب بارماس سیز ۴ نجی شرط اول بولورکه اوز رضالیقی برله رخصت برماکونچه خواه بنده خواه آزار صورت قرا باش	9 ای ی چهار مور شرطی اولی بولور که روزی رضا بر ما کونی تو لالے انتدابلیق آزی اوج ایلیق پر کا بے نفقہ تا شلاب کتماس سیز ایک بھی شرطه اولی بولور که اوج کنه ما دیر بو لما غونچه اوج معتبر نہ کو اہ لا بولما م خونچه اثر ضرب فیلم اس سیزا و جو نجی شرطه اول بولور که اوری رضا لیق بر ما کوچه بر شهر دین بینه بر شهریه با بر مجلس نه زور لاب البب بارماسی کنیز نجی شرطه اول بولو لہ اور رضا لیقی بر له رحضرت برما کونچه خوا بنده خود آزاد صورت قرا باش
Jarring_Prov_4	5b	jarring_manuscripts_data/images/Jarring_Prov_4/Jarring_Prov_4_005_v.Lanczos.800.65_5b.jpg	0.9231	0.2985	الماس سیز بو شرط لاردین کُلّی جزوی سیزلار دین صادیر بولسه اوزینی حرام قیلیب تعین بولغان حقی کعبه نی آلسون دیکای (ایت نی پتومادوک)۔ برحمتک یا ارحم الراحمین کفن قیلماق نینک بیانی مسئله کفن اوچ قسم دور کفن ۱ سنّت کفن ۲ کفایت کفن ۳ ضرورت - کفن سنّت ایرانلارکه اوچوندور اذار قمیصه لفافۀ ستاء قیلماق هم اوبدان دور مظلوم کشی لارکه بش دور آذار	الماس کسی با خط کا روزین نمی بندوی نیز دار دین صاویر بولی او زینی چرام قبلی بعان بولدانه چقی کعبی به اکسون و یکای ایت فی پتو ماروی برحمتك ارحم الراحمين کفن میلمان نیک بیانی مساله کفی اور قسم دور کنی است کفی کفایت کفن ضرورت - کفی سنت امیر انتظار که M او جدور اذار قمیصه لغافر ست مبلمان ہم او بدان دور مظلوم کشته لار که بهش دور آزاد قمیصہ
Jarring_Prov_4	6a	jarring_manuscripts_data/images/Jarring_Prov_4/Jarring_Prov_4_006_r.Lanczos.800.65_6a.jpg	0.8312	0.2857	قمیصه لفافه لیچک ینه بند کفن کفایت ایر مظلوم کشی که ایکی دور اذار لفافه مظلوم کشی که لیچک نی زیاده قیلور موندین کم قیلماغای کفن ضرورت فقیر احوال بولسه حالیغه یراشه لفافه قیلماغلیق اول هم بولماسه اولوک نینک جامه سینی پاک یوب انینک برله کفن قیلماق اَوّلیٰ دور اذار برله لفافه نینک مقداری باش ایاغیدین بر توتام اوزون بولغای قمیصه نینک مقداری کردانیدین تاپانیغچه بولغای توغراسی نینک مقداری اولوک نی یورکا کونچه لیک عیچک نینک مقداری	6 لفاظ پیچک به قمصہ لفافہ کتے کہ ایکی دورا زار لفافہ مظلوم کہنے کہ لینچانے زیاده تبلور موردی کم فیلمانهای کفی ضرورت فقیر احوال بوستالین براش نافه قبلما خلیق اوریم ہار اولوک نیاز جا مه کینی پاک یوب زینک برله کن قیلماق اولی دور ازار برله لفافه از مقداری باش یا عیدین بر تو نام او زون بوانهای تحصیصه یک مقداری کرد اندین تا پا نیغچه بولفای تو غزالی نیان مقداری اولوک نے یور کی کونچو نیک بیچک نیا مقداری
Jarring_Prov_4	6b	jarring_manuscripts_data/images/Jarring_Prov_4/Jarring_Prov_4_006_v.Lanczos.800.65_6b.jpg	1.1818	0.3373	باشیدین اوشنه سیغچه بولغای دستارنینک اوزونلوقی اوچ یورکام بولغای توغراسی اوچ ایلیک مقداری بولغای آمین اولوك یوماق نینک احکامی اولوک نینک اوّل یوزینی یویار اندین ایکی قولینی جیناکیغچه قاتیب یویار اندین کین ایکی پوتینی هوشوقیغچه قاتیب یوغای اندین کین چپ یانی برله یاتقوزوب اونک یانی نی اوچ مرتبه یوغای اندین اونک یانی برله یاتقوزوب چپ	با الیدین اونا اسی غیر یون این دستار بانت بچه پولهای نیاک اور و تلوقی اوج پور کام بولغای تو خدا سے اوج و ا بلیک مقداری بولغای آمین لے اولوك بومات یک احکامی اولوک نیک اولی یوزینی بو باراندین ایکی قولینی جیغا کی چه تاتب بویا را ندین کین ایکی یونینی ہو تو قبیحہ قاتی یونهای اندین کین چین نے برلہ یا تو زوب اولک پانی نے اوچ مرتبہ یونانی اندین اونک یا نے یہ لہ یا تقو زوب ؟ چیایی
Jarring_Prov_4	7a	jarring_manuscripts_data/images/Jarring_Prov_4/Jarring_Prov_4_007_r.Lanczos.800.65_7a.jpg	0.9310	0.2266	یانی نی اوچ مرتبه یوغای فوتینی تیزی بیلان قوشوب یوغای اندین باشینی یوغای اندین چپ یانی برله یاتقوزوب اونک یرمینی یوغای اندین اولتورغوزوب قورساقینی یوغای ... ینه بر قسم اولوك یوماق نینک طریقه سی۔ اوّل پوتینی یوغای اندین قولینی یوغای اندین استنجا قیلدورغای آغزینی بورنینی قولاقینی پاخته برله یوغای اندین آغزیغه بورنیغه پاخته تیقیب توروب یوزینی یوغای اندین	پانی نی اوج مرتبه یونای فوتینی تیزی بیلان توشوب یونای اندین باشنی بونای اندین من میں چپا نے براہ یا تقوز و با ونک پر مینی یوغای اندین اولتورغو زوب قورساقینی بوغای ... چند برسم اولوك يومان نیک اولوك يومان نیک طریقہ سی . اول پوتینی یونهای اندین قولنی یونای اندین استنجا فیلد و فای آغزینی بورینی قولا قینی یاخته برله بوغای اندین آغزیعه بورینه یاخته تبقیه قیر و با یوزینی یونای اندین. 7
Jarring_Prov_4	7b	jarring_manuscripts_data/images/Jarring_Prov_4/Jarring_Prov_4_007_v.Lanczos.800.65_7b.jpg	0.8806	0.2010	اندین کین باشینی یوغای اندین چپ یانی برله یاتقوزوب اونک یانینی یوغای اونک یانی برله یاتقوزوب چپ یانینی یوغای اندین اولتورغوزوب قورساقینی آهسته لیک برله یوغای اندین اولوک نینک ایچیدین تاشیدین برنمرسه چقسه شول جاینی یوغای غسل نی اهاده قیلماق لازیم ایماس۔ و اولوک نی یویاردا غسل نیت لارینی اوقوغای و هم بش ایمان الته کلیمه نی اوقوب دعا قیلغایلار بو ترتیب لارنی بیلماسه اولوک یوماق دروست	اندین این باشی یونای اندین چپ پانی بر له یا تقوزوب او یک یاسینی یونای اونک یانی برله یا تقوز وب چپ اپنی یونانی الدین اولتور غورود قورساقینی آہستہ ایک برله یونای اندین اولوک نیک را نچید بن ناشیرین برنمدرب حیفه شول جانی يوغای غسل في ازيادة قيلمان لازم الماس و اولوں فی پو یار دا غسل نیست لارینی او قوغای و ہم بش ایمان اللہ کلیم نے اوقوب دعا مبلغا لا ہو تر تیب کار نے بیلیمان اولوک یو ماق دروست
Jarring_Prov_4	8a	jarring_manuscripts_data/images/Jarring_Prov_4/Jarring_Prov_4_008_r.Lanczos.800.65_8a.jpg	1.0161	0.3853	قیامت کونی دعواکر بولور۔ برحمتک یا ارحم الرّاحمین اولوک نینک نمازی فرض کفایه دور۔ اوّل بو طریقه ده نیت قیلغایکیم نیت آدا قیلغایمن اوشبو مرده نمازینی جمیع تکبیرلاری برله ثناسی خداغه دورودی حضرت محمّد مصطفی صلی الله علیه وسلم غه ثوابی اوشبو میت غه یوزوم قبله غه قبلم بجهت کعبه شریفغه اقتدا قیلدیم عِبٰادَةً خٰالِصًا لِلّٰهِ تَعٰالیٰ غه اللهُ اکبر دیب شروع	8 قیامت کوه دعوا کر بولوز و بر ٹھیک ارحم الراحمين یرانی اولوک ایک نمازی فرض کفار دورد لمانی س: ست یمانی اول بوطریقه ده نیت فیلغار کم نیست آدا فبلغا یمن او شبو موده نمازنی جمیع تکبیر لاری برله شناسی خوانه دورودی حضرت محمد مصطفی صلی اللہ علیہ ولی نہ ثوابی او شبو می بو زوم قبلونه اعاس سامانه نے مبالغہ قبلم بهجت لعبد شر یفعہ اقتدا قبلدیم عبا دتا عِبادَتَا خالط الله تعالى في الله اكبر ويب مشروع
Jarring_Prov_4	8b	jarring_manuscripts_data/images/Jarring_Prov_4/Jarring_Prov_4_008_v.Lanczos.800.65_8b.jpg	0.9857	0.4463	قیلغای قَوّم اقتدا قیلدیم حاظر امام غه اللهُ اکبر دیسون اندین سبحانكَ اللّٰهُمَّ نی تا آخرغچه اوقوب ینه الله اکبر دیسون اندین اللّٰهُمَّ صَلّیِ عَلیٰ اللّٰهُمّ باركَ نی اوقوب ینه الله اکبر دیسون اندین چونک ایر کشی بولسه یا چونک مظلوم کشی بولسه اللّٰهُمَّ اغفرلی نی اوقوسون اندین الله اکبر دیب سلام برسون۔ اولوک ناره سیده اوغول بلا بولسه اللّٰهُمَّ اَجْعَلَهُ نی اوقوغای۔ اولوک ناره سیده قیز بولسه اللّٰهُمَّ اَجْعَلَهٰا	الا ان قوام القدر القرار خلال العام من التل الكبير ہم حاظر نہ قبلاغای بیلیم تا البرام دیسون انلاین مهم است اشتباه می تا آخر في يوتوب بنا الله اكبر ويسون الدين اللهم صل على العليم بارك في اوقوب بینہ اللہ اکبر دیون اندین چون کا ہرکرتے ہو یستہ چونکہ مظلوم کشی بوار اللهم اغفرلی نے او قونسون اندین اللہ اکبر دی سلام برا او لول نازه میده او غول بلا بولس الكنهم اجعله في اوقوغای اولوک ناکه سیده فیز بوت اللهم اجعله ها می
Jarring_Prov_4	9a	jarring_manuscripts_data/images/Jarring_Prov_4/Jarring_Prov_4_009_r.Lanczos.800.65_9a.jpg	0.8871	0.2092	نی اوقوب الله اکبر دیسون اندین ایکی قولینی توین سالیب اندین کین سلام برسون نماز و تکبیر ایتغونچه اینکاک کوتاریب اسمانغه قایلاسه بدعت دور و هم اوغول نینک دعاسینی قیزغه قیزنینک دعاسینی اوغول غه اوقوسه نماز مکروه بولور۔ مسئلۀ میت نمازیده تورت نم ا رسه فرض دور اوّل نیت قیلماق ایکنجی قبله غه یوز کلتورماک اوچونجی قیام قیلماق تورتونجی تورت تکبیرنی ایتماق	9 نی او توب اللہ اکبر دیسون الدین ایکی قولینی نایکی توین سالیب الدین کیر سلام برسون نماز وتكبير ابتغونچه اینکاک کو تادیب اسمانفہ قاپلاس لدین بدعت دور و ع او غول نیک دعا سینی قیر عه قیمت بنزین دعاسنی او غول عنه او قوله نماز مکروه بولوز می مسئلہ میت نمازیده نورت نمره فرض دور اول نیست فیلماق ایکنی قبله فه یوز کلتور ماک او جو نجی قیام فیلمان تور تونجی تورت تکبیر نے اہتماق
